"English"	"OldOrcish"	"ProposedOrcish"
"combined"	"ap4-kombin-250-ash"	"dwimmer-flit-heki"
"combo"	"freq100-combo-8fb320"	"elf-grodh"
"comeback"	"freq100-comeback-8bd7f0"	"eastdale-hekuk-kelpie"
"comedian"	"freq100-comedian-ff83e6"	"imla-exie-kal"
"comedy"	"freq100-comedy-03fefb"	"adc-keep-krag"
"comet"	"ap21-25-comet-d51f79"	"gruuluk-bitu"
"comfy"	"freq100-comfy-b778e3"	"gog-dwarfuk"
"comic"	"freq100-comic-7e002e"	"dravku-archon"
"comics"	"freq100-comics-6039f6"	"dargur-chesire-khang"
"comm"	"freq100-comm-444383"	"cab-dakukash"
"commandant"	"freq100-commandant-4f59fe"	"dakash-depth-krub"
"commander"	"freq100-commander-fc2dff"	"hush-bruku-krubi"
"commanding"	"ap21-25-commanding-e3260f"	"hekruh-braku-brak"
"commands"	"ap16-20-commands-10f5f7"	"arandian-kaag-klap"
"commence"	"freq100-commence-9d2481"	"fce-brakin-flit"
"comment"	"freq100-comment-c44bb2"	"grodh-dargi-gruuli"
"commentator"	"freq100-commentator-1a4a21"	"ashur-dargash-burzuk-brakuk"
"comments"	"ap21-25-comments-2b4244"	"bibnakin-dakuk-dedi"
"commerce"	"freq100-commerce-cfb240"	"grrtuk-grod-dca"
"commercial"	"freq100-commercial-d01acd"	"grukh-bibnakin-hroguk"
"commercials"	"freq100-commercials-4a6d16"	"chesire-dravku-brakuk-grodu"
"commission"	"ap31-36-commission-22c2ad"	"barrow-gruul-grrtuk"
"commissioned"	"ap31-36-commissioned-3da6d8"	"brukin-gog-hrowkur-bruku"
"commissioner"	"freq100-commissioner-65714f"	"dcf-drow-doku-dorn"
"commit"	"ap21-25-commit-9505ca"	"exieuk-ash-hrog"
"commitment"	"freq100-commitment-6a19f0"	"depth-bibnaki-kelpie"
"committed"	"ap16-20-committed-cc9622"	"grotin-forge-cab"
"committee"	"freq100-committee-c1bb38"	"great-grotin-darg"
"committing"	"freq100-committing-5ad82b"	"darg-hekur-crossbow"
"commodore"	"freq100-commodore-cc9e0d"	"grotin-gashur-bitin"
"commonwealth"	"freq100-commonwealth-7a8074"	"dravi-ender-exodore-dwimmer"
"commotion"	"freq100-commotion-d36869"	"gruul-dravash-eastdale"
"communicate"	"freq100-communicate-7d22d3"	"dravin-brakash-hrowkai-grod"
"communicating"	"freq100-communicating-d47e85"	"gruuli-elf-forge-devis"
"communication"	"ap31-36-communication-d4e169"	"gruuli-hrowgauk-eastdale-grodu"
"communications"	"freq100-communications-19ec6a"	"ashuk-ik-ebb-kruzin"
"communion"	"freq100-communion-ba5f22"	"gord-doki-cab"
"communism"	"freq100-communism-d9201d"	"gurmoguk-brak-brukur"
"communist"	"freq100-communist-2d7c47"	"bit-ecd-deornoth"
"communists"	"freq100-communists-7847c3"	"drav-dakuruk-hekruhur"
"companies"	"freq100-companies-1701cf"	"ashdak-arcturus-hrowgai"
"companion"	"ap5-companion-6e5"	"groduk-falstauk-keep"
"companionably"	"ap26-30-companionably-8ceed6"	"ebb-imla-hrowku-dravin"
"companions"	"ap3-kompanion-c98i"	"flow-gruuluk-darg"
"compare"	"freq100-compare-124162"	"arcturus-dakku-drukhi"
"compared"	"freq100-compared-c5fc27"	"grodhi-karnt-cee"
"compares"	"ap16-20-compares-e1e4f9"	"hekmogi-hrowkai-koboldi"
"comparing"	"freq100-comparing-a8421a"	"gabh-dakuk-brukash"
"compartment"	"ap16-20-compartment-d955ef"	"gurmoguk-dedi-kelnib-dravu"
"compass"	"ap31-36-compass-d1068b"	"grukhur-ashdak-gashin"
"compassion"	"freq100-compassion-b260e1"	"ghash-doku-issenda"
"compatible"	"freq100-compatible-a1613b"	"flind-dokur-dargin"
"compelled"	"freq100-compelled-1604da"	"ash-arhk-hush"
"compelling"	"freqrec-compelling-58e1b9"	"dakuruk-hrowgauk-hekash"
"compensate"	"freq100-compensate-f7a028"	"hrowkin-gentle-chesire"
"compensation"	"freq100-compensation-b66eca"	"goblini-dravkui-hrog-hekuk"
"compete"	"freq100-compete-7e3282"	"dravku-burzuk-flitin"
"competent"	"freq100-competent-9923e7"	"falsta-braki-kangsin"
"competing"	"freq100-competing-bf5ea2"	"goth-dokash-grodh"
"competition"	"freq100-competition-472181"	"cbdi-brakari-flit-grrt"
"competitive"	"freq100-competitive-020dae"	"aba-bantash-grukh-devis"
"competitors"	"freq100-competitors-8813d7"	"dwarfi-bdc-hrowkuk-doku"
"complain"	"freq100-complain-41aa31"	"burz-gori-dakuk"
"complained"	"freq100-complained-c26fe7"	"grimuk-dravu-kangsin"
"complaining"	"freq100-complaining-5b137d"	"dargash-bdc-flat-goblini"
"complaint"	"freq100-complaint-5d08b0"	"dargin-ashuk-grum"
"complaints"	"freq100-complaints-87dcf0"	"dwarf-hrogar-kelpie"
"complement"	"ap16-20-complement-724f43"	"dokur-dargur-dcf"
"complete"	"ap16-20-complete-eebbf6"	"hrogarai-grotin-khang"
"completed"	"ap31-36-completed-4ddb3e"	"crossbow-hrog-dargur"
"completes"	"ap21-25-completes-68c4c7"	"demetra-gruuluk-hekur"
"completing"	"ap31-36-completing-f9eb11"	"hrowkuk-hush-brakash"
"complex"	"ap16-20-complex-ea4b35"	"helix-dargi-dakuru"
"complicated"	"ap26-30-complicated-69e1b1"	"deornoth-hrowgauk-gruul-kruzi"
"complications"	"freq100-complications-e3f5ba"	"hekruh-kaag-hekfa-kaat"
"complies"	"ap4-komp-f56-uki"	"draviki-gruuli-gashash"
"compliment"	"freq100-compliment-5c4fbf"	"dargi-dargur-hekmogi"
"compliments"	"freq100-compliments-7ce2b9"	"draviki-hrowk-hekash-in"
"comply"	"freq100-comply-3a55a1"	"brand-dedi-grod"
"components"	"ap26-30-components-7b12be"	"dravik-bbc-hekmog"
"composer"	"freq100-composer-42cc84"	"burzi-hekfai-flow"
"composition"	"freq100-composition-730d72"	"dorn-bantash-exie-elf"
"compound"	"freq100-compound-ee0df9"	"hrogarai-bantash-koboldi"
"compress"	"ap16-20-compress-267e82"	"bib-elf-flitin"
"compressed"	"ap16-20-compressed-9da308"	"fce-giodon-bibnaki"
"comprised"	"ap26-30-comprised-68ad14"	"demetra-goruk-brakkin"
"compromise"	"freq100-compromise-1caece"	"bae-goth-hrowga"
"compromised"	"freq100-compromised-28bd9d"	"bibi-grrt-goth-khaluk"
"computer"	"freq100-computer-aa9730"	"gash-gabh-dakku"
"computers"	"freq100-computers-af589d"	"gashur-deornoth-goth"
"comrade"	"ap26-30-comrade-3deac8"	"brukin-hrowkuri-helix"
"comrades"	"freq100-comrades-11d4c5"	"archon-hekruhur-hekui"
"con"	"ap21-25-con-1143da"	"archon-dakukash"
"conceal"	"ap31-36-conceal-7fb137"	"dravkui-grimuk-dakururi"
"concealed"	"ap21-25-concealed-9dd767"	"fce-hekuk-dwarfuk"
"concealment"	"ap26-30-concealment-8325e5"	"drukh-brakkin-kaat-gurmog"
"concedes"	"ap4-konkede-b31i"	"arhk-imla-brak"
"conceive"	"freq100-conceive-d774ea"	"gurmog-dug-karn"
"conceived"	"shad-konkeiv-49a-ash"	"flind-arhk-forge"
"concentrate"	"ap31-36-concentrate-7e9226"	"dravku-flit-cec-dakash"
"concentrated"	"ap21-25-concentrated-c85974"	"grodui-depth-exodore-fletragi"
"concentrates"	"ap31-36-concentrates-c84fd2"	"grodui-dargur-hrowka-krump"
"concentrating"	"freq100-concentrating-b73197"	"gog-burzi-gorash-hekfai"
"concept"	"freq100-concept-da5e11"	"hek-dokash-brakash"
"conception"	"freq100-conception-3ea6bc"	"bruku-gog-heki"
"concerned"	"freq100-concerned-8bd72e"	"eastdale-hekuk-daki"
"concerning"	"ap26-30-concerning-f29d4d"	"hrowgauk-gashu-dokash"
"concerns"	"freq100-concerns-fcfc5f"	"hush-karnt-dravur"
"concert"	"freq100-concert-535956"	"dakuk-depth-drav"
"conclude"	"freq100-conclude-cf4531"	"grrtuk-dakuri-dakuk"
"concluded"	"freq100-concluded-81d647"	"dravur-hekui-deornoth"
"concludes"	"freq100-concludes-3e3c27"	"bruku-crossbow-cee"
"conclusion"	"ap31-36-conclusion-852408"	"dug-brakin-bibnaki"
"conclusions"	"freq100-conclusions-3990f3"	"brakur-flind-khali-ghash"
"concoction"	"ap26-30-concoction-e3851d"	"hekruh-exodore-brukur"
"concrete"	"freq100-concrete-ff298e"	"imla-brand-gashuri"
"concussion"	"freq100-concussion-248d65"	"bdc-fentrest-dwarf"
"condemn"	"freq100-condemn-ab99e5"	"gashash-gash-kaat"
"condemned"	"freq100-condemned-502a4f"	"daki-bruk-doku"
"condensation"	"ap21-25-condensation-397d78"	"brakur-efekt-falstauk-dravi"
"condescending"	"ap26-30-condescending-e1bbe6"	"hekmogi-grotin-kal-hrogarai"
"condition"	"ap4-kondishun-596"	"dakururi-dravku-dca"
"conditioned"	"ap21-25-conditioned-ffae79"	"imla-goth-fcb-hek"
"conditioner"	"freq100-conditioner-d8dc04"	"gurmogi-hrogar-bib-flitu"
"conditioning"	"freq100-conditioning-91fde8"	"ender-karnu-kangstuk-gashash"
"conditions"	"freq100-conditions-562a77"	"dakuri-bruk-falsta"
"condo"	"freq100-condo-bce60b"	"gorin-hrowkin"
"condolences"	"freq100-condolences-6304a3"	"dcbi-arhk-grodhi-kangsin"
"condom"	"freq100-condom-d31f9b"	"gruul-bitu-goru"
"condoms"	"freq100-condoms-af48d8"	"gashur-dakururi-hrowkur"
"conduct"	"ap3-kondukt-85c"	"dug-hekash-elf"
"conducted"	"freq100-conducted-dd84d5"	"hekfai-exieuk-hrowkin"
"conducting"	"freq100-conducting-73dfd6"	"dorn-hrowga-hrowku"
"conductor"	"freq100-conductor-0380db"	"adc-ender-ik"
"conducts"	"ap21-25-conducts-531f43"	"dakuk-bitu-dcf"
"conduit"	"ap16-20-conduit-41a01f"	"burz-gentle-burz"
"conduits"	"ap26-30-conduits-b5dd64"	"goblin-hrogarai-dugi"
"cone"	"freq100-cone-cff179"	"grrtuk-in"
"coney"	"freq100-coney-3586eb"	"brakin-fa"
"confer"	"ap26-30-confer-59e4f8"	"dakururi-hrowkai-kobold"
"conference"	"freq100-conference-ea7288"	"helix-drukh-gash"
"confess"	"shad-konfes-b33"	"gio-daki-brak"
"confessed"	"freq100-confessed-de2b32"	"heki-brukash-dakukash"
"confession"	"freq100-confession-ae714c"	"gashu-drow-dok"
"confetti"	"ap21-25-confetti-5d7f12"	"dargin-elfi-braki"
"confide"	"freqrec-confide-f6b004"	"hrowkash-great-bib"
"confident"	"ap4-konfident-26c"	"bib-gurmoguk-hrogarai"
"confidential"	"freq100-confidential-315108"	"brak-dca-bibnaki-dragonuk"
"confidently"	"ap5-confidently-79b"	"flindi-gord-dakkin-hekmoguk"
"confined"	"freq100-confined-3e590b"	"bruku-depth-bit"
"confines"	"ap26-30-confines-e1740e"	"hekmogi-dug-bitu"
"confirm"	"ap5-confirm-d0c"	"brukur-braku-fentrest"
"confirmation"	"freq100-confirmation-93cdcc"	"exarchuk-heki-hrogarai-hrowkuk"
"confirmed"	"ap5-confirm-eda-ash"	"exieuk-gash-gio"
"confirms"	"ap21-25-confirms-a71dd3"	"forge-biti-hrowkai"
"confiscated"	"freq100-confiscated-5f54a7"	"darguk-dcf-groduk-dwarf"
"conflict"	"freq100-conflict-fa9e1d"	"hrowkur-gashur-brukur"
"confront"	"ap26-30-confront-199c48"	"ashuk-gashin-depth"
"confrontation"	"ap21-25-confrontation-2167d5"	"bantuk-drav-hrowkin-gruuluk"
"confronted"	"freq100-confronted-c25b1d"	"grimuk-dff-brukur"
"confuse"	"freq100-confuse-41364e"	"burz-cbdi-doki"
"confused"	"ap21-25-confused-f1937e"	"hrowgai-flitin-fletragi"
"confusing"	"freq100-confusing-9c0a2c"	"fcd-ata-dak"
"confusion"	"ap16-20-confusion-32c870"	"brakari-gurmoguk-evazhun"
"congealed"	"ap21-25-congealed-0d3c6b"	"akh-crossbow-ecd"
"congratulate"	"freq100-congratulate-c7985d"	"grodu-gakh-dravkui-fletragi"
"congratulations"	"freq100-congratulations-e58c1f"	"hekruhur-fce-burz-elf"
"congregation"	"freq100-congregation-958d7b"	"exieuk-fentrest-fce-hekmog"
"congress"	"freq100-congress-3db20e"	"brukin-grod-bitu"
"congressional"	"freq100-congressional-a318e5"	"flit-bibnak-kaat-dorn"
"congressman"	"freq100-congressman-612077"	"dbe-brak-falsta-grodin"
"conjuration"	"ap16-20-conjuration-70ffe8"	"doki-kelnagak-kangstuk-lag"
"conjuring"	"ap26-30-conjuring-edd5ea"	"hrogar-heku-karn"
"conn"	"freq100-conn-080412"	"aelfuk-arhk"
"connect"	"ap26-30-connect-5a638a"	"darg-dornuk-gashi"
"connected"	"ap16-20-connected-12a7bd"	"arcturus-gor-hekin"
"connecticut"	"freq100-connecticut-c76e1c"	"grodu-dravkui-bruku-grimuk"
"connecting"	"ap16-20-connecting-3d6df2"	"brukin-dravku-khalash"
"connection"	"ap16-20-connection-b38d9d"	"gio-fentrest-goth"
"connections"	"freq100-connections-1e5fac"	"bantash-doki-grrt-gorash"
"connie"	"freq100-connie-b51976"	"goblin-bibnaki-faf"
"conquer"	"freq100-conquer-2ba89a"	"bibnakin-gorash-gorin"
"conquered"	"freq100-conquered-53a877"	"dakuk-gorash-falsta"
"conquering"	"ap21-25-conquering-a988d8"	"gakh-falsta-hrowkur"
"cons"	"freq100-cons-a6e9c4"	"flow-hrowkur"
"conscience"	"freq100-conscience-0abf92"	"agarici-grukh-giodon"
"conscious"	"ap31-36-conscious-db6e2c"	"hekash-dravkui-dak"
"consciousness"	"ap21-25-consciousness-003a7a"	"aae-colossal-fcd-grotin"
"consecutive"	"shad-konsekutiv-e94"	"hekur-dargur-hekin-dargur"
"consent"	"freq100-consent-12423e"	"arcturus-dakuk-dargur"
"consequence"	"freq100-consequence-84bb16"	"drukhi-grotin-brakuk-brakash"
"consequences"	"freq100-consequences-de0016"	"heki-archon-brakuk-doku"
"conservative"	"freq100-conservative-c152d5"	"great-dcbi-hrowkin-hrogarai"
"conserve"	"ap31-36-conserve-ffd29b"	"imla-hekruh-goru"
"consider"	"freq100-consider-218158"	"bantuk-evazhun-dravi"
"considerable"	"shad-konsiderab-18b"	"ashi-grod-dug-keep"
"considerably"	"ap31-36-considerably-48a599"	"cec-goblini-gori-krubi"
"considerate"	"freq100-considerate-640efa"	"dcd-banti-korvin-hekruhur"
"consideration"	"freq100-consideration-619504"	"dbe-flow-bib-grimuk"
"considered"	"freq100-considered-878c93"	"dwarf-fce-goblin"
"considering"	"ap4-konsider-218-in"	"falstauk-brukur-grodui-efekt"
"considers"	"ap26-30-considers-e494ae"	"hekruhi-flitu-grukh"
"consistency"	"ap16-20-consistency-0d00a5"	"akh-archon-grodu-dok"
"consistent"	"freq100-consistent-206b5e"	"bantin-draviki-dravu"
"consolation"	"freq100-consolation-3e6013"	"bruku-doku-brakin-hrowkur"
"console"	"freq100-console-93d887"	"exarchuk-hekur-gakh"
"conspiracy"	"ap16-20-conspiracy-42109a"	"burzi-bantuk-gorin"
"conspired"	"shad-konspir-d05-ash"	"hush-ghash-flindi"
"constable"	"freq100-constable-724248"	"dokur-dakuk-depth"
"constance"	"freq100-constance-742f7c"	"dornuk-burdock-fentrest"
"constant"	"ap16-20-constant-96f654"	"exodore-kaat-draku"
"constantly"	"freq100-constantly-996bb1"	"falsta-draviki-gruul"
"constellation"	"ap16-20-constellation-9a258f"	"falstauk-brakkin-gentle-brukin"
"constitutes"	"ap4-konstitute-5c0i"	"gor-kelnagak-grod-hekur"
"constitutional"	"freq100-constitutional-ab2ba1"	"gashash-brukash-grod-giodon"
"constrict"	"ap21-25-constrict-0e795c"	"aproakh-dwimmer-dravku"
"construct"	"ap26-30-construct-b252d4"	"ghash-dcbi-hrowkash"
"construct-husks"	"ap21-25-construct-husks-28f12a"	"bibi-in-cromm-grodh"
"construct's"	"ap16-20-constructuk-3f161f"	"brukur-bibash-burz"
"constructed"	"ap3-konstrukt-b25-ash"	"hekash-grotin-demand-kruzin"
"construction"	"ap26-30-construction-7a01ad"	"dravi-arcturus-grrtuk-krag"
"constructive"	"freq100-constructive-521bdd"	"dakku-bibuk-imla-gio"
"constructs"	"ap21-25-constructs-d54c7f"	"gruuluk-dargin-flind"
"consul"	"freq100-consul-b713f0"	"gog-bdc-kelpie"
"consulate"	"freq100-consulate-02b10f"	"aba-grimuk-brak"
"consult"	"ap3-konsult-89f"	"dwarfuk-karnt-brak"
"consultant"	"freq100-consultant-4087b6"	"burdock-faf-gurmogi"
"consulted"	"ap3-konsult-89f-ash"	"grak-fa-drav"
"consulting"	"ap31-36-consulting-7242df"	"dokur-dakuk-imperial"
"consults"	"ap31-36-consults-74d157"	"dornuk-hekmoguk-dravash"
"consume"	"ap26-30-consume-96f39e"	"exodore-jorun-grak"
"consumed"	"ap26-30-consumed-8082d8"	"dravu-exarchuk-hrowkur"
"consumer"	"freq100-consumer-6bfbd7"	"devis-karn-hrowkuk"
"consuming"	"ap31-36-consuming-3a30bf"	"brand-burz-hekmogi"
"contact"	"ap2-kontakt-093"	"aelves-dakash-flat"
"contacted"	"freq100-contacted-943d10"	"exie-dak-brakari"
"contacts"	"freq100-contacts-aa5af4"	"gash-devis-khalin"
"contagious"	"freq100-contagious-8fc2fa"	"elf-gruul-korvin"
"contain"	"ap21-25-contain-dd9245"	"hekfai-flit-demand"
"contained"	"ap4-kontain-dd9-ash"	"dwimmer-flitin-draviki"
"container"	"freq100-container-a42d51"	"flitin-bruku-dorn"
"containing"	"ap16-20-containing-7b655c"	"dravik-draku-dravku"
"containment"	"ap16-20-containment-47acb2"	"cbdi-goru-gruuli-hrowkin"
"contaminated"	"freq100-contaminated-0f56ec"	"arandia-demand-karnu-dakkin"
"contemplate"	"ap31-36-contemplate-0439cc"	"aef-chesire-hrogarai-dravi"
"contempt"	"freq100-contempt-7f7e11"	"dravkui-elf-brakash"
"content"	"ap26-30-content-ed7002"	"hrogar-dravur-bdc"
"contents"	"ap16-20-contents-d1b2a5"	"grukhur-grod-grodu"
"contest"	"freq100-contest-5c59d0"	"dargi-depth-hrowgauk"
"contestant"	"freq100-contestant-df9f5b"	"hekin-gashuri-dravin"
"contestants"	"freq100-contestants-446b97"	"cab-draviki-gorash-brukash"
"context"	"ap31-36-context-ea7792"	"helix-dwarfi-giodon"
"continent"	"freq100-continent-cbb221"	"grotash-grod-burzuk"
"continental"	"freq100-continental-ad21ac"	"gashin-brakari-grrt-here"
"continents"	"dak-mokh-tii-973"	"dakkin-falstauk-gorash"
"continue"	"lagur-493"	"hekmoguk-demand-kelnagak"
"continues"	"lagur-493i"	"gurmogi-cbdi-gor"
"contract"	"ap26-30-contract-cc8321"	"grotin-exie-burzuk"
"contractor"	"freq100-contractor-2c7e34"	"bibuk-elf-dakuri"
"contracts"	"ap3-kontrakt-cc8i"	"gashuri-flitu-ik"
"contrary"	"freq100-contrary-112d85"	"archon-bruku-forge"
"contrasting"	"ap26-30-contrasting-ca1008"	"grot-bantuk-bibnaki-draviki"
"contrasts"	"ap31-36-contrasts-fe0c70"	"iku-bant-evazhun"
"contribute"	"ap4-kontribute-8aa"	"dwimmer-gor-dargu"
"contribution"	"freq100-contribution-a7b4dc"	"forge-grodhi-iku-dwarfuk"
"contributions"	"freq100-contributions-a99e2a"	"gakh-gashur-cromm-krun"
"controlled"	"ap31-36-controlled-71ad72"	"doku-goruk-exie"
"controls"	"ap16-20-controls-1e2135"	"bantash-brakari-dakuru"
"controversial"	"freq100-controversial-188aa6"	"ashi-fcb-grodui-hekmogi"
"convenience"	"freq100-convenience-d7ae36"	"gurmog-goth-dakuruk-goth"
"convenient"	"freq100-convenient-332095"	"brakash-brak-gog"
"convent"	"freq100-convent-585b49"	"dakuruk-dff-devis"
"convention"	"freq100-convention-37806e"	"braku-ender-elfi"
"conventional"	"freq100-conventional-2676e6"	"bib-dwarf-kal-klap"
"converge"	"ap4-konverge-54c"	"dakukash-hekash-grukhur"
"convergence"	"ap31-36-convergence-e8c3f3"	"hekuk-gruuli-khali-kar"
"conversation"	"ap26-30-conversation-8b34db"	"eastdale-caves-ik-hrowkai"
"conversations"	"freq100-conversations-5c0dc9"	"dargi-bantash-here-dff"
"convert"	"freq100-convert-c47579"	"grodh-dugi-fcb"
"converted"	"freq100-converted-ba4512"	"gord-dakuri-braki"
"convertible"	"freq100-convertible-2f5a18"	"bitin-devis-brand-brakin"
"converting"	"ap31-36-converting-ff5d99"	"imla-dok-gori"
"convey"	"freq100-convey-4728b0"	"cbdi-brakur-grum"
"conveyed"	"shad-konvei-472-ash"	"bibnak-dedi-grotash"
"convict"	"freq100-convict-2a15ed"	"bibnaki-bib-keep"
"convicted"	"freq100-convicted-712d58"	"doku-bruku-dravi"
"conviction"	"ap26-30-conviction-80ee6e"	"dravu-imla-elfi"
"convictions"	"freq100-convictions-9321fc"	"exarchuk-brakari-krizh-dok"
"convince"	"ap16-20-convince-61b0a3"	"dbe-great-grodhi"
"convinced"	"freq100-convinced-41aca6"	"burz-goru-grodui"
"convincing"	"ap26-30-convincing-53eccc"	"dakuk-ik-hrogarai"
"convoy"	"freq100-convoy-56dc1a"	"dakuri-hrogar-brukash"
"cook"	"freq100-cook-03fb94"	"adc-karn"
"cooked"	"ap5-cook-90a-ash"	"heku-hrowkuri-helix"
"cookie"	"freq100-cookie-d7e83e"	"gurmog-hrowkuk-dargur"
"cookies"	"freq100-cookies-2f0030"	"bitin-archon-dakku"
"cooking"	"freq100-cooking-82bd81"	"drow-grrt-flit"
"cooks"	"freq100-cooks-b433c4"	"giodon-cab"
"cool"	"ap2-kool-c34"	"burz-dakuru-barrow"
"cooler"	"freq100-cooler-2ec45b"	"biti-gruuluk-dravin"
"coolest"	"freq100-coolest-b9dcdc"	"gorash-hrogar-iku"
"cooling"	"ap16-20-cooling-eea604"	"hrogarai-gog-bib"
"coolly"	"ap2-kool-c34-uk"	"aba-doku-hek"
"cools"	"ap31-36-cools-71cb55"	"doku-hekfa"
"coop"	"freq100-coop-ee25d4"	"hrogarai-brakkin"
"cooper"	"freq100-cooper-778111"	"drath-evazhun-brakash"
"cooperate"	"freq100-cooperate-30a9ca"	"bitu-gord-hrog"
"cooperating"	"freq100-cooperating-a66822"	"flow-dravash-cab-exodore"
"cooperation"	"freq100-cooperation-c8f405"	"grodui-ka-bibash-iku"
"cooperative"	"freq100-cooperative-975a0c"	"fa-devis-biti-exieuk"
"coordinate"	"ap21-25-coordinate-ac7f1c"	"gashi-elfi-bruku"
"coordinated"	"ap21-25-coordinated-2bffbd"	"bibnakin-kelnagak-hekin-exieuk"
"coordinates"	"ap31-36-coordinates-29abdb"	"bibnak-gorin-ik-hush"
"coordination"	"ap21-25-coordination-cbbeb3"	"grotash-grrtuk-gruuluk-imla"
"cop"	"freq100-cop-b1c02b"	"gentle-grukhur"
"cope"	"freq100-cope-99628a"	"falsta-dorn"
"copied"	"freq100-copied-fb3059"	"hrowkuri-burz-dravik"
"copies"	"freq100-copies-c62d18"	"grodin-bruku-brand"
"copper-banded"	"ap31-36-copper-banded-0cd6df"	"ak-hekui-imperial-hrowkai"
"copper-grease"	"ap31-36-copper-grease-2d8ddc"	"bit-fentrest-iku-lag"
"coppers"	"ap26-30-coppers-1cfa18"	"bae-kar-brand"
"cops"	"freq100-cops-83f64d"	"drukh-kaat"
"copy"	"ap31-36-copy-6f5a60"	"dokash-devis"
"copying"	"ap26-30-copying-20a184"	"bantin-ghash-flow"
"cora"	"freq100-cora-b8d8a9"	"gor-hekur"
"coral"	"freq100-coral-f39fd9"	"hrowk-gashuri"
"corded"	"ap16-20-corded-96868e"	"exodore-fa-gashuri"
"cords"	"ap31-36-cords-736c1c"	"dorn-dravin"
"cordy"	"freq100-cordy-b9984c"	"gorash-gakh"
"cork"	"freq100-cork-5251d7"	"dakku-dca"
"corky"	"freq100-corky-fa6f8d"	"hrowkur-dravu"
"cornell"	"freq100-cornell-e320ed"	"hekruh-brak-keep"
"corner"	"ap5-corner-6e2"	"caves-hekruh-cee"
"cornered"	"ap21-25-cornered-e467ee"	"hekruhi-drav-kelnagak"
"corners"	"ap21-25-corners-9b2479"	"fcb-brakin-fcb"
"cornwall"	"freq100-cornwall-f59a9f"	"hrowkai-gashash-great"
"corny"	"freq100-corny-87bb2c"	"gorin-bruku-gashuri"
"coronary"	"freq100-coronary-fc891c"	"hush-falstauk-bruku"
"coronation"	"freq100-coronation-56a398"	"dakuri-giodon-gord"
"coroner"	"freq100-coroner-9b6222"	"fcb-dorn-cab"
"corporal"	"freq100-corporal-75e7ff"	"dragonuk-hrowku-krubi"
"corporate"	"freq100-corporate-581832"	"dakuruk-bibnak-dakukash"
"corporation"	"freq100-corporation-65a070"	"dcf-gentle-evazhun-grodin"
"corporations"	"freq100-corporations-2ff0c3"	"bitin-imperial-hekruhur-doki"
"corps"	"freq100-corps-6c1ff7"	"dff-bitu"
"corpse"	"ap3-korpse-42c"	"burzi-gurmogi-dragonuk"
"corpses"	"ap16-20-corpses-21ff59"	"bantuk-kelnagak-dravik"
"corpsman"	"freq100-corpsman-9e821c"	"fentrest-exarchuk-bruku"
"corral"	"freq100-corral-78e330"	"drav-hrowka-dakku"
"correct"	"ap16-20-correct-15a596"	"arhk-goblini-gor"
"corrected"	"ap3-korekt-15a-ash"	"hrowga-dug-khalash-arden"
"correction"	"freq100-correction-34627e"	"braki-dorn-fletragi"
"correctly"	"ap21-25-correctly-88d423"	"dwarfi-hekruhur-caves"
"correspondence"	"freq100-correspondence-14654b"	"ardenuk-draku-disaster-kruk"
"correspondent"	"freq100-correspondent-198bcf"	"ashuk-fcd-hrowgai-grow"
"corresponding"	"ap31-36-corresponding-03b7a0"	"adc-grodui-grimuk-karn"
"corridor"	"ap16-20-corridor-fd09da"	"ik-ashur-hush"
"corridors"	"ap21-25-corridors-941a02"	"exie-bibnakin-bdc"
"corrosive"	"ap16-20-corrosive-82cef9"	"drow-hekin-koboldi"
"corruping"	"ap31-36-corruping-e1d6fe"	"hekmogi-hekui-krub"
"corrupt"	"ap31-36-corrupt-11d510"	"archon-heku-brakari"
"corrupted"	"ap31-36-corrupted-3dbb39"	"brukin-grotin-dargash"
"corruption"	"ap26-30-corruption-e152d8"	"hekmogi-dcbi-hrowkur"
"cortez"	"freq100-cortez-2daa84"	"bit-gori-flow"
"cos"	"freq100-cos-9be28b"	"fcb-hrowk"
"cosmic"	"ap31-36-cosmic-01307b"	"aaei-burz-fce"
"cosmo"	"freq100-cosmo-98f427"	"faf-ka"
"cosmos"	"freq100-cosmos-4cbe19"	"cromm-grrtuk-bruk"
"costa"	"freq100-costa-65fa56"	"dcf-kar"
"costing"	"freq100-costing-6e4a26"	"dok-dargash-cec"
"costume"	"freq100-costume-241562"	"bdc-bib-drukhi"
"costumes"	"freq100-costumes-287aa6"	"bibi-eastdale-grodui"
"cosy"	"freq100-cosy-e99a33"	"hekur-gashash"
"cotton"	"freq100-cotton-69e399"	"deornoth-hrowka-gori"
"couch"	"freq100-couch-2990bb"	"bibnak-flind"
"cougar"	"freq100-cougar-096e8b"	"aelves-dravkui-gashin"
"cough"	"freq100-cough-866ab3"	"dugi-dravik"
"cough-inducing"	"ap31-36-cough-inducing-7dcb4c"	"dravin-hekfa-dok-faf"
"coughing"	"ap26-30-coughing-73413e"	"dorn-dakku-dargur"
"coughs"	"ap26-30-coughs-ab1bb9"	"gashash-bibuk-hekash"
"couldn"	"freq100-couldn-df8e1a"	"hekin-flat-brukash"
"council"	"freq100-council-a0c7ec"	"fletragi-gurmogi-karnu"
"counsel"	"freq100-counsel-ff9a0c"	"imla-gashash-biti"
"counseling"	"freq100-counseling-b2657e"	"ghash-draku-fletragi"
